1, 5, 210, 971, 54, 35, 1,1,1
1, 3, 44, 815, 85, 76, 1,1,1
1, 1, 1706, 990, 106, 33, 1,1,1
2, 5, 210, 970, 54, 36, 1,1,1
2, 3, 45, 814, 84, 78, 1,1,1
2, 1, 1706, 990, 106, 33, 1,1,1
3, 5, 210, 971, 53, 35, 1,1,1
3, 3, 45, 813, 84, 81, 1,1,1
3, 1, 1702, 989, 104, 34, 1,1,1
4, 5, 210, 971, 53, 35, 1,1,1
4, 3, 45, 818, 85, 75, 1,1,1
4, 1, 1704, 984, 92, 38, 1,1,1
5, 5, 210, 971, 53, 35, 1,1,1
5, 3, 44, 818, 87, 75, 1,1,1
5, 1, 1703, 984, 93, 38, 1,1,1
6, 5, 210, 971, 54, 36, 1,1,1
6, 3, 47, 822, 82, 71, 1,1,1
6, 1, 1702, 986, 90, 36, 1,1,1
7, 5, 211, 971, 53, 36, 1,1,1
7, 3, 47, 821, 82, 72, 1,1,1
7, 1, 1703, 984, 89, 38, 1,1,1
8, 5, 211, 971, 55, 36, 1,1,1
8, 3, 49, 823, 81, 69, 1,1,1
8, 1, 1699, 985, 90, 36, 1,1,1
9, 5, 211, 971, 55, 36, 1,1,1
9, 3, 51, 823, 79, 69, 1,1,1
9, 1, 1699, 985, 90, 36, 1,1,1
10, 5, 210, 966, 54, 40, 1,1,1
10, 3, 29, 824, 99, 68, 1,1,1
10, 1, 1695, 985, 91, 36, 1,1,1
11, 5, 210, 966, 54, 40, 1,1,1
11, 3, 29, 824, 99, 68, 1,1,1
11, 1, 1695, 985, 91, 36, 1,1,1
12, 5, 212, 974, 64, 31, 1,1,1
12, 3, 32, 824, 98, 67, 1,1,1
12, 1, 1700, 986, 80, 32, 1,1,1
13, 6, 32, 635, 57, 117, 1,1,1
13, 5, 212, 974, 64, 31, 1,1,1
13, 3, 32, 824, 98, 66, 1,1,1
13, 1, 1700, 985, 80, 33, 1,1,1
14, 5, 211, 974, 55, 31, 1,1,1
14, 3, 28, 823, 104, 69, 1,1,1
14, 1, 1699, 983, 76, 41, 1,1,1
15, 7, 747, 1008, 58, 42, 1,1,1
15, 5, 211, 972, 54, 33, 1,1,1
15, 3, 28, 823, 104, 69, 1,1,1
15, 1, 1700, 982, 75, 42, 1,1,1
16, 7, 745, 1008, 60, 41, 1,1,1
16, 5, 211, 966, 54, 40, 1,1,1
16, 3, 32, 825, 101, 63, 1,1,1
16, 1, 1701, 987, 67, 37, 1,1,1
17, 7, 744, 1007, 61, 42, 1,1,1
17, 5, 211, 966, 52, 39, 1,1,1
17, 3, 32, 827, 102, 62, 1,1,1
17, 1, 1697, 985, 71, 40, 1,1,1
18, 7, 738, 1005, 71, 44, 1,1,1
18, 5, 214, 971, 55, 35, 1,1,1
18, 3, 27, 824, 105, 67, 1,1,1
19, 7, 738, 1005, 71, 44, 1,1,1
19, 5, 214, 971, 56, 35, 1,1,1
19, 3, 28, 824, 105, 67, 1,1,1
20, 7, 736, 1007, 73, 41, 1,1,1
20, 5, 215, 974, 56, 32, 1,1,1
20, 3, 29, 826, 103, 63, 1,1,1
21, 10, 382, 1000, 67, 23, 1,1,1
21, 7, 736, 1008, 73, 41, 1,1,1
21, 5, 216, 975, 56, 31, 1,1,1
21, 3, 29, 826, 103, 64, 1,1,1
22, 10, 383, 1001, 65, 23, 1,1,1
22, 7, 736, 1007, 68, 41, 1,1,1
22, 5, 216, 973, 54, 33, 1,1,1
22, 3, 28, 826, 103, 63, 1,1,1
23, 10, 384, 1001, 64, 23, 1,1,1
23, 7, 736, 1006, 65, 42, 1,1,1
23, 5, 216, 972, 54, 34, 1,1,1
23, 3, 29, 826, 102, 63, 1,1,1
24, 10, 384, 1001, 65, 23, 1,1,1
24, 7, 737, 1004, 60, 44, 1,1,1
24, 5, 216, 973, 55, 33, 1,1,1
24, 3, 30, 827, 101, 64, 1,1,1
25, 13, 914, 557, 55, 141, 1,1,1
25, 10, 384, 1001, 65, 23, 1,1,1
25, 7, 737, 1004, 60, 45, 1,1,1
25, 5, 215, 972, 56, 34, 1,1,1
25, 3, 30, 827, 101, 64, 1,1,1
26, 13, 920, 586, 53, 145, 1,1,1
26, 10, 384, 1001, 64, 23, 1,1,1
26, 7, 738, 1002, 62, 47, 1,1,1
26, 5, 215, 969, 57, 38, 1,1,1
26, 3, 29, 828, 102, 65, 1,1,1
27, 13, 920, 586, 53, 145, 1,1,1
27, 10, 384, 1001, 63, 23, 1,1,1
27, 7, 738, 1002, 62, 47, 1,1,1
27, 5, 216, 970, 56, 36, 1,1,1
27, 3, 28, 828, 103, 65, 1,1,1
28, 13, 914, 611, 52, 149, 1,1,1
28, 7, 739, 999, 59, 50, 1,1,1
28, 5, 215, 972, 58, 34, 1,1,1
28, 3, 29, 828, 103, 63, 1,1,1
29, 13, 913, 611, 53, 150, 1,1,1
29, 7, 739, 999, 59, 50, 1,1,1
29, 5, 215, 971, 58, 35, 1,1,1
29, 3, 29, 828, 103, 63, 1,1,1
30, 13, 892, 640, 54, 146, 1,1,1
30, 7, 741, 999, 59, 51, 1,1,1
30, 5, 219, 974, 59, 32, 1,1,1
30, 3, 28, 828, 103, 61, 1,1,1
31, 13, 892, 639, 54, 147, 1,1,1
31, 7, 741, 999, 60, 51, 1,1,1
31, 5, 219, 973, 59, 33, 1,1,1
31, 3, 28, 829, 103, 60, 1,1,1
32, 13, 865, 668, 56, 143, 1,1,1
32, 7, 742, 995, 58, 54, 1,1,1
32, 5, 222, 973, 67, 35, 1,1,1
32, 3, 29, 829, 101, 61, 1,1,1
33, 13, 865, 668, 56, 143, 1,1,1
33, 7, 742, 995, 58, 54, 1,1,1
33, 5, 222, 973, 67, 35, 1,1,1
33, 3, 29, 829, 101, 61, 1,1,1
34, 13, 854, 699, 73, 136, 1,1,1
34, 7, 740, 988, 59, 61, 1,1,1
34, 5, 225, 972, 57, 35, 1,1,1
34, 3, 29, 830, 102, 62, 1,1,1
35, 13, 854, 699, 73, 135, 1,1,1
35, 7, 740, 988, 60, 61, 1,1,1
35, 5, 226, 972, 56, 35, 1,1,1
35, 3, 29, 830, 101, 63, 1,1,1
36, 13, 865, 717, 80, 126, 1,1,1
36, 10, 392, 1001, 58, 23, 1,1,1
36, 7, 741, 989, 64, 60, 1,1,1
36, 5, 230, 971, 50, 36, 1,1,1
36, 3, 31, 829, 102, 59, 1,1,1
37, 13, 865, 717, 80, 126, 1,1,1
37, 10, 394, 1002, 57, 22, 1,1,1
37, 7, 741, 990, 64, 59, 1,1,1
37, 5, 230, 970, 50, 37, 1,1,1
37, 3, 29, 828, 104, 60, 1,1,1
38, 13, 893, 732, 83, 111, 1,1,1
38, 7, 742, 991, 60, 57, 1,1,1
38, 5, 230, 964, 53, 42, 1,1,1
38, 3, 29, 830, 101, 56, 1,1,1
39, 14, 3, 946, 54, 32, 1,1,1
39, 13, 894, 732, 82, 111, 1,1,1
39, 7, 742, 990, 61, 58, 1,1,1
39, 5, 230, 964, 54, 42, 1,1,1
39, 3, 30, 830, 100, 56, 1,1,1
40, 14, 4, 945, 54, 34, 1,1,1
40, 7, 750, 1005, 54, 45, 1,1,1
40, 5, 230, 966, 61, 40, 1,1,1
40, 3, 30, 830, 101, 56, 1,1,1
41, 14, 4, 944, 53, 35, 1,1,1
41, 7, 750, 1005, 53, 45, 1,1,1
41, 5, 231, 965, 61, 41, 1,1,1
41, 3, 30, 829, 101, 57, 1,1,1
42, 14, 5, 945, 56, 34, 1,1,1
42, 7, 756, 993, 63, 57, 1,1,1
42, 5, 231, 961, 54, 44, 1,1,1
42, 3, 29, 828, 104, 57, 1,1,1
43, 14, 6, 944, 55, 36, 1,1,1
43, 7, 757, 994, 60, 56, 1,1,1
43, 5, 231, 961, 55, 44, 1,1,1
43, 3, 29, 829, 104, 56, 1,1,1
44, 14, 6, 944, 57, 35, 1,1,1
44, 10, 389, 1000, 56, 23, 1,1,1
44, 7, 759, 985, 59, 66, 1,1,1
44, 5, 232, 962, 54, 43, 1,1,1
44, 3, 29, 828, 106, 57, 1,1,1
45, 14, 6, 944, 57, 35, 1,1,1
45, 10, 387, 1000, 58, 23, 1,1,1
45, 7, 759, 985, 59, 66, 1,1,1
45, 5, 232, 963, 54, 42, 1,1,1
45, 3, 31, 827, 104, 57, 1,1,1
46, 14, 9, 943, 54, 37, 1,1,1
46, 10, 385, 1000, 61, 23, 1,1,1
46, 7, 750, 983, 68, 66, 1,1,1
46, 5, 199, 967, 90, 38, 1,1,1
46, 3, 28, 828, 110, 57, 1,1,1
47, 14, 9, 943, 54, 37, 1,1,1
47, 10, 386, 1000, 61, 23, 1,1,1
47, 7, 751, 983, 67, 66, 1,1,1
47, 5, 199, 967, 91, 38, 1,1,1
47, 3, 28, 828, 110, 56, 1,1,1
48, 14, 7, 940, 59, 39, 1,1,1
48, 10, 383, 999, 61, 23, 1,1,1
48, 7, 756, 980, 71, 68, 1,1,1
48, 5, 209, 965, 79, 40, 1,1,1
48, 3, 30, 829, 105, 56, 1,1,1
49, 14, 7, 940, 59, 39, 1,1,1
49, 10, 382, 1000, 63, 22, 1,1,1
49, 7, 756, 978, 72, 70, 1,1,1
49, 5, 210, 965, 78, 40, 1,1,1
49, 3, 29, 829, 106, 57, 1,1,1
49, 1, 1663, 993, 69, 30, 1,1,1
50, 14, 11, 939, 63, 41, 1,1,1
50, 7, 772, 971, 67, 79, 1,1,1
50, 5, 203, 966, 86, 39, 1,1,1
50, 3, 29, 830, 104, 58, 1,1,1
50, 1, 1661, 996, 71, 29, 1,1,1
51, 18, 1182, 741, 51, 138, 1,1,1
51, 14, 11, 939, 64, 41, 1,1,1
51, 7, 774, 971, 64, 79, 1,1,1
51, 5, 203, 965, 85, 40, 1,1,1
51, 3, 29, 830, 104, 58, 1,1,1
51, 1, 1661, 995, 73, 30, 1,1,1
52, 18, 1178, 761, 51, 142, 1,1,1
52, 14, 9, 940, 62, 40, 1,1,1
52, 7, 766, 967, 74, 83, 1,1,1
52, 5, 198, 968, 91, 38, 1,1,1
52, 3, 29, 831, 104, 58, 1,1,1
52, 1, 1660, 996, 74, 28, 1,1,1
53, 18, 1178, 761, 51, 142, 1,1,1
53, 14, 9, 940, 65, 40, 1,1,1
53, 7, 766, 968, 74, 82, 1,1,1
53, 5, 199, 968, 90, 38, 1,1,1
53, 3, 29, 831, 104, 58, 1,1,1
53, 1, 1660, 993, 73, 31, 1,1,1
54, 18, 1174, 784, 56, 149, 1,1,1
54, 14, 12, 938, 59, 43, 1,1,1
54, 7, 766, 968, 73, 82, 1,1,1
54, 5, 202, 968, 88, 38, 1,1,1
54, 3, 27, 830, 105, 60, 1,1,1
54, 1, 1660, 992, 68, 33, 1,1,1
55, 18, 1174, 784, 56, 152, 1,1,1
55, 14, 13, 937, 58, 44, 1,1,1
55, 7, 767, 968, 72, 82, 1,1,1
55, 5, 204, 968, 86, 38, 1,1,1
55, 3, 28, 831, 104, 59, 1,1,1
55, 1, 1659, 993, 68, 32, 1,1,1
56, 18, 1185, 808, 65, 130, 1,1,1
56, 14, 12, 936, 54, 45, 1,1,1
56, 7, 768, 968, 71, 82, 1,1,1
56, 5, 205, 967, 86, 38, 1,1,1
56, 3, 27, 831, 103, 60, 1,1,1
56, 1, 1656, 992, 72, 34, 1,1,1
57, 18, 1185, 808, 64, 130, 1,1,1
57, 14, 12, 936, 54, 45, 1,1,1
57, 7, 767, 968, 73, 82, 1,1,1
57, 5, 205, 966, 86, 38, 1,1,1
57, 3, 27, 831, 103, 60, 1,1,1
57, 1, 1656, 992, 72, 34, 1,1,1
58, 14, 11, 935, 55, 45, 1,1,1
58, 7, 768, 970, 79, 80, 1,1,1
58, 5, 207, 967, 84, 37, 1,1,1
58, 3, 28, 831, 102, 63, 1,1,1
58, 1, 1655, 993, 73, 33, 1,1,1
59, 14, 11, 935, 55, 45, 1,1,1
59, 7, 768, 969, 80, 81, 1,1,1
59, 5, 205, 967, 86, 38, 1,1,1
59, 3, 28, 832, 101, 61, 1,1,1
59, 1, 1654, 993, 74, 34, 1,1,1
60, 14, 5, 935, 56, 45, 1,1,1
60, 7, 768, 971, 85, 80, 1,1,1
60, 5, 208, 965, 83, 40, 1,1,1
60, 3, 31, 830, 101, 65, 1,1,1
60, 1, 1657, 995, 70, 29, 1,1,1
61, 14, 5, 935, 56, 45, 1,1,1
61, 7, 768, 971, 85, 80, 1,1,1
61, 5, 203, 966, 87, 39, 1,1,1
61, 3, 31, 830, 101, 65, 1,1,1
62, 14, 5, 934, 60, 46, 1,1,1
62, 7, 774, 976, 85, 74, 1,1,1
62, 5, 203, 968, 87, 38, 1,1,1
62, 3, 31, 829, 101, 67, 1,1,1
63, 14, 6, 933, 63, 47, 1,1,1
63, 7, 775, 975, 84, 76, 1,1,1
63, 5, 206, 968, 84, 38, 1,1,1
63, 3, 30, 829, 102, 67, 1,1,1
64, 14, 8, 934, 70, 46, 1,1,1
64, 7, 774, 973, 93, 77, 1,1,1
64, 5, 222, 969, 70, 37, 1,1,1
64, 3, 29, 834, 103, 62, 1,1,1
64, 1, 1653, 994, 74, 30, 1,1,1
65, 14, 9, 933, 69, 47, 1,1,1
65, 7, 774, 973, 93, 77, 1,1,1
65, 5, 223, 969, 69, 37, 1,1,1
65, 3, 28, 833, 103, 63, 1,1,1
65, 1, 1653, 994, 74, 29, 1,1,1
