1, 5, 210, 971, 57, 35, 1,1,1
1, 4, 43, 814, 87, 78, 1,1,1
1, 3, 1460, 451, 49, 67, 1,1,1
1, 2, 233, 2, 58, 72, 1,1,1
1, 1, 1707, 991, 104, 31, 1,1,1
2, 5, 209, 969, 60, 37, 1,1,1
2, 4, 44, 814, 86, 80, 1,1,1
2, 3, 1460, 451, 49, 67, 1,1,1
2, 2, 233, 2, 58, 72, 1,1,1
2, 1, 1706, 991, 105, 31, 1,1,1
3, 5, 209, 969, 58, 37, 1,1,1
3, 4, 44, 814, 86, 81, 1,1,1
3, 3, 1460, 451, 49, 67, 1,1,1
3, 1, 1708, 990, 98, 32, 1,1,1
4, 5, 209, 970, 57, 36, 1,1,1
4, 4, 41, 815, 90, 81, 1,1,1
4, 3, 1460, 451, 49, 67, 1,1,1
5, 5, 210, 970, 57, 36, 1,1,1
5, 4, 40, 817, 90, 78, 1,1,1
5, 3, 1460, 452, 49, 66, 1,1,1
6, 5, 210, 970, 58, 36, 1,1,1
6, 4, 45, 820, 86, 72, 1,1,1
6, 3, 1460, 451, 49, 67, 1,1,1
7, 5, 210, 969, 58, 37, 1,1,1
7, 4, 45, 820, 87, 72, 1,1,1
7, 3, 1460, 451, 49, 67, 1,1,1
8, 5, 210, 969, 59, 38, 1,1,1
8, 4, 44, 822, 88, 70, 1,1,1
8, 3, 1461, 452, 48, 66, 1,1,1
9, 5, 210, 967, 59, 40, 1,1,1
9, 4, 45, 823, 87, 70, 1,1,1
9, 3, 1461, 452, 48, 66, 1,1,1
10, 5, 211, 969, 57, 37, 1,1,1
10, 4, 28, 824, 101, 70, 1,1,1
10, 3, 1463, 452, 44, 65, 1,1,1
11, 5, 211, 969, 57, 37, 1,1,1
11, 4, 28, 824, 101, 70, 1,1,1
11, 3, 1463, 452, 44, 65, 1,1,1
11, 1, 1697, 976, 85, 43, 1,1,1
12, 5, 212, 975, 64, 30, 1,1,1
12, 4, 33, 823, 96, 68, 1,1,1
12, 3, 1463, 453, 43, 64, 1,1,1
12, 1, 1692, 985, 88, 35, 1,1,1
13, 6, 32, 636, 57, 116, 1,1,1
13, 5, 212, 975, 64, 30, 1,1,1
13, 4, 33, 824, 96, 67, 1,1,1
13, 3, 1463, 453, 43, 64, 1,1,1
13, 1, 1692, 984, 88, 37, 1,1,1
14, 5, 212, 973, 54, 32, 1,1,1
14, 4, 32, 822, 100, 69, 1,1,1
14, 3, 1463, 453, 44, 65, 1,1,1
14, 1, 1695, 971, 76, 49, 1,1,1
15, 5, 212, 974, 54, 31, 1,1,1
15, 4, 32, 822, 100, 69, 1,1,1
15, 3, 1463, 453, 44, 65, 1,1,1
15, 1, 1695, 971, 76, 49, 1,1,1
16, 5, 212, 972, 57, 33, 1,1,1
16, 4, 31, 825, 102, 64, 1,1,1
16, 3, 1463, 453, 43, 64, 1,1,1
16, 1, 1700, 985, 69, 37, 1,1,1
17, 7, 745, 1007, 61, 42, 1,1,1
17, 5, 213, 971, 56, 34, 1,1,1
17, 4, 31, 825, 102, 64, 1,1,1
17, 3, 1463, 453, 43, 64, 1,1,1
17, 1, 1698, 983, 72, 40, 1,1,1
18, 7, 738, 1005, 75, 43, 1,1,1
18, 5, 215, 974, 58, 32, 1,1,1
18, 4, 30, 822, 102, 69, 1,1,1
18, 3, 1462, 452, 44, 64, 1,1,1
19, 7, 738, 1004, 74, 44, 1,1,1
19, 5, 215, 973, 58, 33, 1,1,1
19, 4, 30, 822, 102, 69, 1,1,1
19, 3, 1462, 452, 44, 64, 1,1,1
20, 7, 735, 1007, 75, 41, 1,1,1
20, 5, 216, 974, 60, 32, 1,1,1
20, 4, 31, 822, 101, 66, 1,1,1
20, 3, 1463, 452, 43, 63, 1,1,1
21, 7, 735, 1008, 76, 41, 1,1,1
21, 5, 216, 975, 61, 31, 1,1,1
21, 4, 31, 822, 101, 66, 1,1,1
21, 3, 1463, 452, 42, 63, 1,1,1
22, 7, 735, 1007, 73, 42, 1,1,1
22, 5, 216, 973, 59, 33, 1,1,1
22, 4, 30, 824, 102, 67, 1,1,1
22, 3, 1463, 453, 43, 64, 1,1,1
23, 7, 735, 1006, 73, 43, 1,1,1
23, 5, 215, 972, 60, 34, 1,1,1
23, 4, 30, 824, 102, 67, 1,1,1
23, 3, 1464, 453, 42, 64, 1,1,1
24, 7, 736, 1005, 67, 44, 1,1,1
24, 5, 215, 973, 59, 33, 1,1,1
24, 4, 30, 825, 102, 67, 1,1,1
24, 3, 1463, 453, 43, 64, 1,1,1
25, 10, 914, 557, 54, 142, 1,1,1
25, 7, 736, 1005, 67, 44, 1,1,1
25, 5, 216, 974, 59, 32, 1,1,1
25, 4, 29, 825, 102, 67, 1,1,1
25, 3, 1463, 453, 43, 64, 1,1,1
26, 10, 920, 586, 54, 146, 1,1,1
26, 7, 738, 1002, 62, 47, 1,1,1
26, 5, 216, 972, 60, 34, 1,1,1
26, 4, 30, 826, 101, 66, 1,1,1
26, 3, 1463, 452, 43, 63, 1,1,1
27, 10, 920, 585, 53, 147, 1,1,1
27, 7, 738, 1002, 60, 47, 1,1,1
27, 5, 216, 973, 60, 33, 1,1,1
27, 4, 30, 826, 102, 65, 1,1,1
27, 3, 1463, 453, 43, 63, 1,1,1
28, 10, 914, 612, 52, 147, 1,1,1
28, 7, 738, 997, 60, 52, 1,1,1
28, 5, 216, 972, 60, 33, 1,1,1
28, 4, 30, 827, 102, 65, 1,1,1
28, 3, 1462, 453, 43, 63, 1,1,1
29, 10, 914, 612, 52, 147, 1,1,1
29, 7, 738, 997, 60, 52, 1,1,1
29, 5, 216, 972, 60, 33, 1,1,1
29, 4, 30, 827, 102, 65, 1,1,1
29, 3, 1463, 454, 42, 62, 1,1,1
30, 10, 892, 641, 56, 144, 1,1,1
30, 7, 739, 998, 61, 52, 1,1,1
30, 5, 222, 973, 59, 35, 1,1,1
30, 4, 30, 827, 102, 62, 1,1,1
30, 3, 1464, 453, 41, 63, 1,1,1
31, 10, 892, 641, 56, 144, 1,1,1
31, 7, 739, 998, 63, 52, 1,1,1
31, 5, 222, 974, 57, 34, 1,1,1
31, 4, 30, 828, 103, 60, 1,1,1
31, 3, 1464, 454, 41, 63, 1,1,1
32, 10, 864, 668, 58, 143, 1,1,1
32, 7, 741, 993, 57, 56, 1,1,1
32, 5, 223, 973, 69, 36, 1,1,1
32, 4, 31, 828, 99, 60, 1,1,1
32, 3, 1463, 453, 42, 62, 1,1,1
33, 10, 864, 668, 58, 143, 1,1,1
33, 7, 741, 993, 57, 56, 1,1,1
33, 5, 223, 973, 68, 36, 1,1,1
33, 4, 31, 828, 99, 61, 1,1,1
33, 3, 1463, 453, 42, 63, 1,1,1
34, 10, 854, 699, 72, 135, 1,1,1
34, 7, 739, 989, 61, 60, 1,1,1
34, 5, 226, 971, 55, 37, 1,1,1
34, 4, 28, 829, 103, 61, 1,1,1
34, 3, 1463, 453, 43, 64, 1,1,1
35, 10, 854, 699, 73, 135, 1,1,1
35, 7, 739, 989, 62, 60, 1,1,1
35, 5, 226, 971, 56, 37, 1,1,1
35, 4, 28, 828, 104, 62, 1,1,1
35, 3, 1462, 453, 43, 64, 1,1,1
36, 10, 866, 718, 81, 125, 1,1,1
36, 7, 739, 987, 69, 62, 1,1,1
36, 5, 229, 971, 54, 37, 1,1,1
36, 4, 29, 829, 104, 58, 1,1,1
36, 3, 1462, 454, 42, 63, 1,1,1
37, 10, 866, 718, 81, 126, 1,1,1
37, 7, 739, 988, 68, 61, 1,1,1
37, 5, 229, 971, 56, 37, 1,1,1
37, 4, 28, 829, 104, 58, 1,1,1
37, 3, 1461, 453, 44, 63, 1,1,1
38, 10, 892, 731, 84, 112, 1,1,1
38, 7, 742, 990, 59, 59, 1,1,1
38, 5, 230, 965, 56, 41, 1,1,1
38, 4, 26, 829, 108, 58, 1,1,1
38, 3, 1462, 454, 42, 63, 1,1,1
39, 10, 892, 731, 84, 112, 1,1,1
39, 7, 741, 989, 60, 60, 1,1,1
